geneID	geneSymbol	module
ENSG00000157353	FCSK	metabolic
ENSG00000158089	GALNT14	metabolic
ENSG00000158104	HPD	metabolic
ENSG00000158125	XDH	metabolic
ENSG00000158467	AHCYL2	metabolic
ENSG00000158470	B4GALT5	metabolic
ENSG00000158571	PFKFB1	metabolic
ENSG00000158578	ALAS2	metabolic
ENSG00000158825	CDA	metabolic
ENSG00000158850	B4GALT3	metabolic
ENSG00000158864	NDUFS2	metabolic
ENSG00000159063	ALG8	metabolic
ENSG00000159131	GART	metabolic
ENSG00000159199	ATP5MC1	metabolic
ENSG00000159322	ADPGK	metabolic
ENSG00000159339	PADI4	metabolic
ENSG00000159399	HK2	metabolic
ENSG00000159423	ALDH4A1	metabolic
ENSG00000159650	UROC1	metabolic
ENSG00000159692	CTBP1	metabolic
ENSG00000159899	NPR2	metabolic
ENSG00000159921	GNE	metabolic
ENSG00000160191	PDE9A	metabolic
ENSG00000160194	NDUFV3	metabolic
ENSG00000160200	CBS	metabolic
ENSG00000160211	G6PD	metabolic
ENSG00000160282	FTCD	metabolic
ENSG00000160439	RDH13	metabolic
ENSG00000160471	COX6B2	metabolic
ENSG00000160752	FDPS	metabolic
ENSG00000160883	HK3	metabolic
ENSG00000161013	MGAT4B	metabolic
ENSG00000161267	BDH1	metabolic
ENSG00000161281	COX7A1	metabolic
ENSG00000161653	NAGS	metabolic
ENSG00000161980	POLR3K	metabolic
ENSG00000162066	AMDHD2	metabolic
ENSG00000162104	ADCY9	metabolic
ENSG00000162139	NEU3	metabolic
ENSG00000162174	ASRGL1	metabolic
ENSG00000162368	CMPK1	metabolic
ENSG00000162408	NOL9	metabolic
ENSG00000162433	AK4	metabolic
ENSG00000162688	AGL	metabolic
ENSG00000162813	BPNT1	metabolic
ENSG00000163106	HPGDS	metabolic
ENSG00000163131	CTSS	metabolic
ENSG00000163281	GNPDA2	metabolic
ENSG00000163521	GLB1L	metabolic
ENSG00000163527	STT3B	metabolic
ENSG00000163541	SUCLG1	metabolic
ENSG00000163631	ALB	metabolic
ENSG00000163655	GMPS	metabolic
ENSG00000163754	GYG1	metabolic
ENSG00000163882	POLR2H	metabolic
ENSG00000163902	RPN1	metabolic
ENSG00000163931	TKT	metabolic
ENSG00000164039	BDH2	metabolic
ENSG00000164068	RNF123	metabolic
ENSG00000164100	NDST3	metabolic
ENSG00000164116	GUCY1A1	metabolic
ENSG00000164134	NAA15	metabolic
ENSG00000164181	ELOVL7	metabolic
ENSG00000164258	NDUFS4	metabolic
ENSG00000164294	GPX8	metabolic
ENSG00000164329	TENT2	metabolic
ENSG00000164347	GFM2	metabolic
ENSG00000164398	ACSL6	metabolic
ENSG00000164405	UQCRQ	metabolic
ENSG00000164574	GALNT10	metabolic
ENSG00000164708	PGAM2	metabolic
ENSG00000164733	CTSB	metabolic
ENSG00000164742	ADCY1	metabolic
ENSG00000164867	NOS3	metabolic
ENSG00000164904	ALDH7A1	metabolic
ENSG00000164919	COX6C	metabolic
ENSG00000165140	FBP1	metabolic
ENSG00000165264	NDUFB6	metabolic
ENSG00000165434	PGM2L1	metabolic
ENSG00000165475	CRYL1	metabolic
ENSG00000165526	RPUSD4	metabolic
ENSG00000165591	FAAH2	metabolic
ENSG00000165609	NUDT5	metabolic
ENSG00000165629	ATP5F1C	metabolic
ENSG00000165671	NSD1	metabolic
ENSG00000165672	PRDX3	metabolic
ENSG00000165695	AK8	metabolic
ENSG00000165704	HPRT1	metabolic
ENSG00000165841	CYP2C19	metabolic
ENSG00000165996	HACD1	metabolic
ENSG00000166123	GPT2	metabolic
ENSG00000166136	NDUFB8	metabolic
ENSG00000166165	CKB	metabolic
ENSG00000166169	POLL	metabolic
ENSG00000166183	ASPG	metabolic
ENSG00000166262	FAM227B	metabolic
ENSG00000166340	TPP1	metabolic
ENSG00000166411	IDH3A	metabolic
ENSG00000166507	NDST2	metabolic
ENSG00000166548	TK2	metabolic
ENSG00000166562	SEC11C	metabolic
ENSG00000166743	ACSM1	metabolic
ENSG00000166796	LDHC	metabolic
ENSG00000166800	LDHAL6A	metabolic
ENSG00000166816	LDHD	metabolic
ENSG00000166825	ANPEP	metabolic
ENSG00000166840	GLYATL1	metabolic
ENSG00000166986	MARS1	metabolic
ENSG00000167130	DOLPP1	metabolic
ENSG00000167165	UGT1A6	metabolic
ENSG00000167280	ENGASE	metabolic
ENSG00000167283	ATP5MG	metabolic
ENSG00000167315	ACAA2	metabolic
ENSG00000167325	RRM1	metabolic
ENSG00000167363	FN3K	metabolic
ENSG00000167419	LPO	metabolic
ENSG00000167434	CA4	metabolic
ENSG00000167468	GPX4	metabolic
ENSG00000167531	LALBA	metabolic
ENSG00000167548	KMT2D	metabolic
ENSG00000167658	EEF2	metabolic
ENSG00000167699	GLOD4	metabolic
ENSG00000167701	GPT	metabolic
ENSG00000167720	SRR	metabolic
ENSG00000167733	HSD11B1L	metabolic
ENSG00000167741	GGT6	metabolic
ENSG00000167792	NDUFV1	metabolic
ENSG00000167815	PRDX2	metabolic
ENSG00000167863	ATP5PD	metabolic
ENSG00000167900	TK1	metabolic
ENSG00000168002	POLR2G	metabolic
ENSG00000168032	ENTPD3	metabolic
ENSG00000168237	GLYCTK	metabolic
ENSG00000168282	MGAT2	metabolic
ENSG00000168393	DTYMK	metabolic
ENSG00000168487	BMP1	metabolic
ENSG00000168495	POLR3D	metabolic
ENSG00000168653	NDUFS5	metabolic
ENSG00000168671	UGT3A2	metabolic
ENSG00000168765	GSTM4	metabolic
ENSG00000168827	GFM1	metabolic
ENSG00000168906	MAT2A	metabolic
ENSG00000169020	ATP5ME	metabolic
ENSG00000169021	UQCRFS1	metabolic
ENSG00000169154	GOT1L1	metabolic
ENSG00000169239	CA5B	metabolic
ENSG00000169299	PGM2	metabolic
ENSG00000169418	NPR1	metabolic
ENSG00000169660	HEXD	metabolic
ENSG00000169738	DCXR	metabolic
ENSG00000169764	UGP2	metabolic
ENSG00000169902	TPST1	metabolic
ENSG00000170191	NANP	metabolic
ENSG00000170222	ADPRM	metabolic
ENSG00000170266	GLB1	metabolic
ENSG00000170364	SETMAR	metabolic
ENSG00000170426	SDR9C7	metabolic
ENSG00000170445	HARS1	metabolic
ENSG00000170502	NUDT9	metabolic
ENSG00000170516	COX7B2	metabolic
ENSG00000170522	ELOVL6	metabolic
ENSG00000170525	PFKFB3	metabolic
ENSG00000170634	ACYP2	metabolic
ENSG00000170734	POLH	metabolic
ENSG00000170786	SDR16C5	metabolic
ENSG00000170899	GSTA4	metabolic
ENSG00000170906	NDUFA3	metabolic
ENSG00000170950	PGK2	metabolic
ENSG00000171004	HS6ST2	metabolic
ENSG00000171097	KYAT1	metabolic
ENSG00000171155	C1GALT1C1	metabolic
ENSG00000171174	RBKS	metabolic
ENSG00000171234	UGT2B7	metabolic
ENSG00000171298	GAA	metabolic
ENSG00000171302	CANT1	metabolic
ENSG00000171314	PGAM1	metabolic
ENSG00000171408	PDE7B	metabolic
ENSG00000171453	POLR1C	metabolic
ENSG00000171503	ETFDH	metabolic
ENSG00000171560	FGA	metabolic
ENSG00000171759	PAH	metabolic
ENSG00000171766	GATM	metabolic
ENSG00000171793	CTPS1	metabolic
ENSG00000171848	RRM2	metabolic
ENSG00000171989	LDHAL6B	metabolic
ENSG00000172053	QARS1	metabolic
ENSG00000172113	NME6	metabolic
ENSG00000172264	MACROD2	metabolic
ENSG00000172269	DPAGT1	metabolic
ENSG00000172331	BPGM	metabolic
ENSG00000172339	ALG14	metabolic
ENSG00000172340	SUCLG2	metabolic
ENSG00000172456	FGGY	metabolic
ENSG00000172482	AGXT	metabolic
ENSG00000172497	ACOT12	metabolic
ENSG00000172508	CARNS1	metabolic
ENSG00000172543	CTSW	metabolic
ENSG00000172572	PDE3A	metabolic
ENSG00000172613	RAD9A	metabolic
ENSG00000172955	ADH6	metabolic
ENSG00000173175	ADCY5	metabolic
ENSG00000173281	PPP1R3B	metabolic
ENSG00000173418	NAA20	metabolic
ENSG00000173540	GMPPB	metabolic
ENSG00000173597	SULT1B1	metabolic
ENSG00000173599	PC	metabolic
ENSG00000173610	UGT2A1	metabolic
ENSG00000173627	APOBEC4	metabolic
ENSG00000173660	UQCRH	metabolic
ENSG00000173915	ATP5MK	metabolic
ENSG00000174080	CTSF	metabolic
ENSG00000174156	GSTA3	metabolic
ENSG00000174233	ADCY6	metabolic
ENSG00000174473	GALNTL6	metabolic
ENSG00000174876	AMY1B	metabolic
ENSG00000174886	NDUFA11	metabolic
ENSG00000174990	CA5A	metabolic
ENSG00000175040	CHST2	metabolic
ENSG00000175198	PCCA	metabolic
ENSG00000175229	GAL3ST3	metabolic
ENSG00000175283	DOLK	metabolic
ENSG00000175482	POLD4	metabolic
ENSG00000175548	ALG10B	metabolic
ENSG00000176153	GPX2	metabolic
ENSG00000176340	COX8A	metabolic
ENSG00000176387	HSD11B2	metabolic
ENSG00000176890	TYMS	metabolic
ENSG00000176928	GCNT4	metabolic
ENSG00000176974	SHMT1	metabolic
ENSG00000177084	POLE	metabolic
ENSG00000177156	TALDO1	metabolic
ENSG00000177239	MAN1B1	metabolic
ENSG00000177465	ACOT4	metabolic
ENSG00000177646	ACAD9	metabolic
ENSG00000177700	POLR2L	metabolic
ENSG00000178035	IMPDH2	metabolic
ENSG00000178127	NDUFV2	metabolic
ENSG00000178234	GALNT11	metabolic
ENSG00000178445	GLDC	metabolic
ENSG00000178741	COX5A	metabolic
ENSG00000178773	CPNE7	metabolic
ENSG00000178802	MPI	metabolic
ENSG00000178814	OPLAH	metabolic
ENSG00000178921	PFAS	metabolic
ENSG00000178922	HYI	metabolic
ENSG00000178952	TUFM	metabolic
ENSG00000179085	DPM3	metabolic
ENSG00000179091	CYC1	metabolic
ENSG00000179115	FARSA	metabolic
ENSG00000179148	ALOXE3	metabolic
ENSG00000179163	FUCA1	metabolic
ENSG00000179477	ALOX12B	metabolic
ENSG00000179761	PIPOX	metabolic
ENSG00000179918	SEPHS2	metabolic
ENSG00000179958	DCTPP1	metabolic
ENSG00000180011	PTGR3	metabolic
ENSG00000180176	TH	metabolic
ENSG00000180210	F2	metabolic
ENSG00000180389	ATP5F1EP2	metabolic
ENSG00000180817	PPA1	metabolic
ENSG00000181090	EHMT1	metabolic
ENSG00000181192	DHTKD1	metabolic
ENSG00000181222	POLR2A	metabolic
ENSG00000181555	SETD2	metabolic
ENSG00000181652	ATG9B	metabolic
ENSG00000182050	MGAT4C	metabolic
ENSG00000182054	IDH2	metabolic
ENSG00000182199	SHMT2	metabolic
ENSG00000182224	CYB5D1	metabolic
ENSG00000182551	ADI1	metabolic
ENSG00000182793	GSTA5	metabolic
ENSG00000182858	ALG12	metabolic
ENSG00000182870	GALNT9	metabolic
ENSG00000182890	GLUD2	metabolic
ENSG00000183010	PYCR1	metabolic
ENSG00000183044	ABAT	metabolic
ENSG00000183077	AFMID	metabolic
ENSG00000183196	CHST6	metabolic
ENSG00000183479	TREX2	metabolic
ENSG00000183549	ACSM5	metabolic
ENSG00000183648	NDUFB1	metabolic
ENSG00000183665	TRMT12	metabolic
ENSG00000183696	UPP1	metabolic
ENSG00000183747	ACSM2A	metabolic
ENSG00000183828	NUDT14	metabolic
ENSG00000183921	SDR42E2	metabolic
ENSG00000183955	KMT5A	metabolic
ENSG00000184076	UQCR10	metabolic
ENSG00000184154	LRRC51	metabolic
ENSG00000184254	ALDH1A3	metabolic
ENSG00000184470	TXNRD2	metabolic
ENSG00000184588	PDE4B	metabolic
ENSG00000184752	NDUFA12	metabolic
ENSG00000184860	SDR42E1	metabolic
ENSG00000184983	NDUFA6	metabolic
ENSG00000185013	NT5C1B	metabolic
ENSG00000185100	ADSS1	metabolic
ENSG00000185274	GALNT17	metabolic
ENSG00000185352	HS6ST3	metabolic
ENSG00000185420	SMYD3	metabolic
ENSG00000185527	PDE6G	metabolic
ENSG00000185818	NAT8L	metabolic
ENSG00000185875	THNSL1	metabolic
ENSG00000185973	TMLHE	metabolic
ENSG00000186010	NDUFA13	metabolic
ENSG00000186141	POLR3C	metabolic
ENSG00000186153	WWOX	metabolic
ENSG00000186184	POLR1D	metabolic
ENSG00000186642	PDE2A	metabolic
ENSG00000187097	ENTPD5	metabolic
ENSG00000187134	AKR1C1	metabolic
ENSG00000187210	GCNT1	metabolic
ENSG00000187531	SIRT7	metabolic
ENSG00000187733	AMY1C	metabolic
ENSG00000187758	ADH1A	metabolic
ENSG00000188167	TMPPE	metabolic
ENSG00000188641	DPYD	metabolic
ENSG00000188676	IDO2	metabolic
ENSG00000188833	ENTPD8	metabolic
ENSG00000189043	NDUFA4	metabolic
ENSG00000189221	MAOA	metabolic
ENSG00000196136	SERPINA3	metabolic
ENSG00000196177	ACADSB	metabolic
ENSG00000196188	CTSE	metabolic
ENSG00000196305	IARS1	metabolic
ENSG00000196344	ADH7	metabolic
ENSG00000196502	SULT1A1	metabolic
ENSG00000196547	MAN2A2	metabolic
ENSG00000196616	ADH1B	metabolic
ENSG00000196620	UGT2B15	metabolic
ENSG00000196839	ADA	metabolic
ENSG00000197093	GAL3ST4	metabolic
ENSG00000197142	ACSL5	metabolic
ENSG00000197165	SULT1A2	metabolic
ENSG00000197217	ENTPD4	metabolic
ENSG00000197249	SERPINA1	metabolic
ENSG00000197355	UAP1L1	metabolic
ENSG00000197406	DIO3	metabolic
ENSG00000197417	SHPK	metabolic
ENSG00000197444	OGDHL	metabolic
ENSG00000197448	GSTK1	metabolic
ENSG00000197586	ENTPD6	metabolic
ENSG00000197594	ENPP1	metabolic
ENSG00000197601	FAR1	metabolic
ENSG00000197713	RPE	metabolic
ENSG00000197763	TXNRD3	metabolic
ENSG00000197888	UGT2B17	metabolic
ENSG00000197894	ADH5	metabolic
ENSG00000197959	DNM3	metabolic
ENSG00000197977	ELOVL2	metabolic
ENSG00000198074	AKR1B10	metabolic
ENSG00000198075	SULT1C4	metabolic
ENSG00000198099	ADH4	metabolic
ENSG00000198130	HIBCH	metabolic
ENSG00000198162	MAN1A2	metabolic
ENSG00000198189	HSD17B11	metabolic
ENSG00000198203	SULT1C2	metabolic
ENSG00000198276	UCKL1	metabolic
ENSG00000198380	GFPT1	metabolic
ENSG00000198431	TXNRD1	metabolic
ENSG00000198488	B3GNT6	metabolic
ENSG00000198610	AKR1C4	metabolic
ENSG00000198650	TAT	metabolic
ENSG00000198682	PAPSS2	metabolic
ENSG00000198695	MT-ND6	metabolic
ENSG00000198704	GPX6	metabolic
ENSG00000198712	MT-CO2	metabolic
ENSG00000198727	MT-CYB	metabolic
ENSG00000198754	OXCT2	metabolic
ENSG00000198756	COLGALT2	metabolic
ENSG00000198763	MT-ND2	metabolic
ENSG00000198786	MT-ND5	metabolic
ENSG00000198804	MT-CO1	metabolic
ENSG00000198805	PNP	metabolic
ENSG00000198840	MT-ND3	metabolic
ENSG00000198886	MT-ND4	metabolic
ENSG00000198888	MT-ND1	metabolic
ENSG00000198899	MT-ATP6	metabolic
ENSG00000198931	APRT	metabolic
ENSG00000198938	MT-CO3	metabolic
ENSG00000203797	DDO	metabolic
ENSG00000204099	NEU4	metabolic
ENSG00000204228	HSD17B8	metabolic
ENSG00000204370	SDHD	metabolic
ENSG00000204371	EHMT2	metabolic
ENSG00000204386	NEU1	metabolic
ENSG00000204394	VARS1	metabolic
ENSG00000205268	PDE7A	metabolic
ENSG00000205309	NT5M	metabolic
ENSG00000205923	CEMP1	metabolic
ENSG00000206527	HACD2	metabolic
ENSG00000211445	GPX3	metabolic
ENSG00000211448	DIO2	metabolic
ENSG00000211452	DIO1	metabolic
ENSG00000212907	MT-ND4L	metabolic
ENSG00000213366	GSTM2	metabolic
ENSG00000213614	HEXA	metabolic
ENSG00000213619	NDUFS3	metabolic
ENSG00000213648	SULT1A4	metabolic
ENSG00000213689	TREX1	metabolic
ENSG00000213759	UGT2B11	metabolic
ENSG00000213930	GALT	metabolic
ENSG00000214013	GANC	metabolic
ENSG00000214160	ALG3	metabolic
ENSG00000215009	ACSM4	metabolic
ENSG00000218823	PAPOLB	metabolic
ENSG00000223572	CKMT1A	metabolic
ENSG00000224586	GPX5	metabolic
ENSG00000226784	PGAM4	metabolic
ENSG00000227471	AKR1B15	metabolic
ENSG00000228253	MT-ATP8	metabolic
ENSG00000229937	PRPS1L1	metabolic
ENSG00000233276	GPX1	metabolic
ENSG00000234906	APOC2	metabolic
ENSG00000235376	RPEL1	metabolic
ENSG00000237289	CKMT1B	metabolic
ENSG00000237763	AMY1A	metabolic
ENSG00000239672	NME1	metabolic
ENSG00000239900	ADSL	metabolic
ENSG00000240038	AMY2B	metabolic
ENSG00000240303	ACAD11	metabolic
ENSG00000240857	RDH14	metabolic
ENSG00000240972	MIF	metabolic
ENSG00000241119	UGT1A9	metabolic
ENSG00000241343	RPL36A	metabolic
ENSG00000241468	ATP5MF	metabolic
ENSG00000241635	UGT1A1	metabolic
ENSG00000241644	INMT	metabolic
ENSG00000241837	ATP5PO	metabolic
ENSG00000241935	HOGA1	metabolic
ENSG00000242366	UGT1A8	metabolic
ENSG00000242515	UGT1A10	metabolic
ENSG00000243480	AMY2A	metabolic
ENSG00000243678	NME2	metabolic
ENSG00000243955	GSTA1	metabolic
ENSG00000243989	ACY1	metabolic
ENSG00000244038	DDOST	metabolic
ENSG00000244067	GSTA2	metabolic
ENSG00000244122	UGT1A7	metabolic
ENSG00000244474	UGT1A4	metabolic
ENSG00000247626	MARS2	metabolic
ENSG00000248098	BCKDHA	metabolic
ENSG00000248144	ADH1C	metabolic
ENSG00000249222	ATP5MGL	metabolic
ENSG00000250799	PRODH2	metabolic
ENSG00000253710	ALG11	metabolic
ENSG00000254685	FPGT	metabolic
ENSG00000256043	CTSO	metabolic
ENSG00000256525	POLG2	metabolic
ENSG00000257335	MGAM	metabolic
ENSG00000257594	GALNT4	metabolic
ENSG00000261052	SULT1A3	metabolic
ENSG00000267855	NDUFA7	metabolic
ENSG00000272333	KMT2B	metabolic
ENSG00000273841	TAF9	metabolic
ENSG00000274252	GGTLC3	metabolic
ENSG00000276747	PADI6	metabolic
ENSG00000288702	UGT1A3	metabolic
ENSG00000288705	UGT1A5	metabolic
ENSG00000012779	ALOX5	metabolic
ENSG00000015413	DPEP1	metabolic
ENSG00000021461	CYP3A43	metabolic
ENSG00000023041	ZDHHC6	metabolic
ENSG00000054392	HHAT	metabolic
ENSG00000060971	ACAA1	metabolic
ENSG00000073756	PTGS2	metabolic
ENSG00000074696	HACD3	metabolic
ENSG00000076555	ACACB	metabolic
ENSG00000087253	LPCAT2	metabolic
ENSG00000090971	NAT14	metabolic
ENSG00000095303	PTGS1	metabolic
ENSG00000097021	ACOT7	metabolic
ENSG00000097033	SH3GLB1	metabolic
ENSG00000099194	SCD	metabolic
ENSG00000099797	TECR	metabolic
ENSG00000099904	ZDHHC8	metabolic
ENSG00000100197	CYP2D6	metabolic
ENSG00000100294	MCAT	metabolic
ENSG00000100344	PNPLA3	metabolic
ENSG00000101473	ACOT8	metabolic
ENSG00000102312	PORCN	metabolic
ENSG00000102383	ZDHHC15	metabolic
ENSG00000103066	PLA2G15	metabolic
ENSG00000104219	ZDHHC2	metabolic
ENSG00000104325	DECR1	metabolic
ENSG00000104823	ECH1	metabolic
ENSG00000105254	TBCB	metabolic
ENSG00000106258	CYP3A5	metabolic
ENSG00000106636	YKT6	metabolic
ENSG00000106853	PTGR1	metabolic
ENSG00000107317	PTGDS	metabolic
ENSG00000108242	CYP2C18	metabolic
ENSG00000108839	ALOX12	metabolic
ENSG00000109065	NAT9	metabolic
ENSG00000110090	CPT1A	metabolic
ENSG00000110583	NAA40	metabolic
ENSG00000110958	PTGES3	metabolic
ENSG00000111144	LTA4H	metabolic
ENSG00000111684	LPCAT3	metabolic
ENSG00000115361	ACADL	metabolic
ENSG00000117480	FAAH	metabolic
ENSG00000120915	EPHX2	metabolic
ENSG00000121579	NAA50	metabolic
ENSG00000121897	LIAS	metabolic
ENSG00000123130	ACOT9	metabolic
ENSG00000123684	LPGAT1	metabolic
ENSG00000125505	MBOAT7	metabolic
ENSG00000130304	SLC27A1	metabolic
ENSG00000131238	PPT1	metabolic
ENSG00000133328	PLAAT2	metabolic
ENSG00000133835	HSD17B4	metabolic
ENSG00000134716	CYP2J2	metabolic
ENSG00000134824	FADS2	metabolic
ENSG00000135372	NAT10	metabolic
ENSG00000136247	ZDHHC4	metabolic
ENSG00000136881	BAAT	metabolic
ENSG00000137869	CYP19A1	metabolic
ENSG00000138109	CYP2C9	metabolic
ENSG00000138115	CYP2C8	metabolic
ENSG00000141096	DPEP3	metabolic
ENSG00000141446	ESCO1	metabolic
ENSG00000142973	CYP4B1	metabolic
ENSG00000143554	SLC27A3	metabolic
ENSG00000143797	MBOAT2	metabolic
ENSG00000143819	EPHX1	metabolic
ENSG00000144035	NAT8	metabolic
ENSG00000144182	LIPT1	metabolic
ENSG00000145284	SCD5	metabolic
ENSG00000146066	HIGD2A	metabolic
ENSG00000148334	PTGES2	metabolic
ENSG00000148344	PTGES	metabolic
ENSG00000149084	HSD17B12	metabolic
ENSG00000149485	FADS1	metabolic
ENSG00000151093	OXSM	metabolic
ENSG00000152463	OLAH	metabolic
ENSG00000153395	LPCAT1	metabolic
ENSG00000153786	ZDHHC7	metabolic
ENSG00000155016	CYP2U1	metabolic
ENSG00000156599	ZDHHC5	metabolic
ENSG00000157326	DHRS4	metabolic
ENSG00000157426	AASDH	metabolic
ENSG00000159228	CBR1	metabolic
ENSG00000159231	CBR3	metabolic
ENSG00000159714	ZDHHC1	metabolic
ENSG00000160446	ZDHHC12	metabolic
ENSG00000160868	CYP3A4	metabolic
ENSG00000160870	CYP3A7	metabolic
ENSG00000161533	ACOX1	metabolic
ENSG00000161905	ALOX15	metabolic
ENSG00000162365	CYP4A22	metabolic
ENSG00000163812	ZDHHC3	metabolic
ENSG00000163958	ZDHHC19	metabolic
ENSG00000164120	HPGD	metabolic
ENSG00000167011	NAT16	metabolic
ENSG00000167107	ACSF2	metabolic
ENSG00000167114	SLC27A4	metabolic
ENSG00000167261	DPEP2	metabolic
ENSG00000167306	MYO5B	metabolic
ENSG00000167600	CYP2S1	metabolic
ENSG00000167969	ECI1	metabolic
ENSG00000168306	ACOX2	metabolic
ENSG00000169169	CPT1C	metabolic
ENSG00000169710	FASN	metabolic
ENSG00000171307	ZDHHC16	metabolic
ENSG00000171320	ESCO2	metabolic
ENSG00000171903	CYP4F11	metabolic
ENSG00000171954	CYP4F22	metabolic
ENSG00000172197	MBOAT1	metabolic
ENSG00000172954	LCLAT1	metabolic
ENSG00000174165	ZDHHC24	metabolic
ENSG00000175048	ZDHHC14	metabolic
ENSG00000175536	LIPT2	metabolic
ENSG00000175893	ZDHHC21	metabolic
ENSG00000176393	RNPEP	metabolic
ENSG00000176454	LPCAT4	metabolic
ENSG00000176715	ACSF3	metabolic
ENSG00000177054	ZDHHC13	metabolic
ENSG00000177108	ZDHHC22	metabolic
ENSG00000177669	MBOAT4	metabolic
ENSG00000179593	ALOX15B	metabolic
ENSG00000180776	ZDHHC20	metabolic
ENSG00000184210	DGAT2L6	metabolic
ENSG00000184227	ACOT1	metabolic
ENSG00000184307	ZDHHC23	metabolic
ENSG00000184788	SATL1	metabolic
ENSG00000186115	CYP4F2	metabolic
ENSG00000186160	CYP4Z1	metabolic
ENSG00000186204	CYP4F12	metabolic
ENSG00000186377	CYP4X1	metabolic
ENSG00000186526	CYP4F8	metabolic
ENSG00000186529	CYP4F3	metabolic
ENSG00000186908	ZDHHC17	metabolic
ENSG00000187048	CYP4A11	metabolic
ENSG00000188706	ZDHHC9	metabolic
ENSG00000188818	ZDHHC11	metabolic
ENSG00000188921	HACD4	metabolic
ENSG00000197408	CYP2B6	metabolic
ENSG00000197446	CYP2F1	metabolic
ENSG00000197838	CYP2A13	metabolic
ENSG00000198077	CYP2A7	metabolic
ENSG00000198721	ECI2	metabolic
ENSG00000203972	GLYATL3	metabolic
ENSG00000204160	ZDHHC18	metabolic
ENSG00000205560	CPT1B	metabolic
ENSG00000205669	ACOT6	metabolic
ENSG00000205678	TECRL	metabolic
ENSG00000206077	ZDHHC11B	metabolic
ENSG00000213316	LTC4S	metabolic
ENSG00000221968	FADS3	metabolic
ENSG00000221988	PPT2	metabolic
ENSG00000241404	EGFL8	metabolic
ENSG00000242110	AMACR	metabolic
ENSG00000242612	DECR2	metabolic
ENSG00000243477	NAA80	metabolic
ENSG00000255974	CYP2A6	metabolic
ENSG00000278540	ACACA	metabolic
ENSG00000001630	CYP51A1	metabolic
ENSG00000005469	CROT	metabolic
ENSG00000006530	AGK	metabolic
ENSG00000006756	ARSD	metabolic
ENSG00000006757	PNPLA4	metabolic
ENSG00000007168	PAFAH1B1	metabolic
ENSG00000011009	LYPLA2	metabolic
ENSG00000011198	ABHD5	metabolic
ENSG00000016864	GLT8D1	metabolic
ENSG00000018510	AGPS	metabolic
ENSG00000025423	HSD17B6	metabolic
ENSG00000026652	AGPAT4	metabolic
ENSG00000027847	B4GALT7	metabolic
ENSG00000032444	PNPLA6	metabolic
ENSG00000052802	MSMO1	metabolic
ENSG00000054983	GALC	metabolic
ENSG00000057252	SOAT1	metabolic
ENSG00000058866	DGKG	metabolic
ENSG00000060642	PIGV	metabolic
ENSG00000062282	DGAT2	metabolic
ENSG00000063176	SPHK2	metabolic
ENSG00000065357	DGKA	metabolic
ENSG00000067064	IDI1	metabolic
ENSG00000067113	PLPP1	metabolic
ENSG00000069764	PLA2G10	metabolic
ENSG00000069943	PIGB	metabolic
ENSG00000070610	GBA2	metabolic
ENSG00000070731	ST6GALNAC2	metabolic
ENSG00000070748	CHAT	metabolic
ENSG00000074416	MGLL	metabolic
ENSG00000075651	PLD1	metabolic
ENSG00000077044	DGKD	metabolic
ENSG00000079435	LIPE	metabolic
ENSG00000079459	FDFT1	metabolic
ENSG00000079462	PAFAH1B3	metabolic
ENSG00000084073	ZMPSTE24	metabolic
ENSG00000084090	STARD7	metabolic
ENSG00000085998	POMGNT1	metabolic
ENSG00000086696	HSD17B2	metabolic
ENSG00000087085	ACHE	metabolic
ENSG00000087157	PGS1	metabolic
ENSG00000088002	SULT2B1	metabolic
ENSG00000088766	CRLS1	metabolic
ENSG00000090054	SPTLC1	metabolic
ENSG00000090661	CERS4	metabolic
ENSG00000095321	CRAT	metabolic
ENSG00000100078	PLA2G3	metabolic
ENSG00000100288	CHKB	metabolic
ENSG00000100299	ARSA	metabolic
ENSG00000100422	CERK	metabolic
ENSG00000100596	SPTLC2	metabolic
ENSG00000100997	ABHD12	metabolic
ENSG00000101290	CDS2	metabolic
ENSG00000101577	LPIN2	metabolic
ENSG00000101638	ST8SIA5	metabolic
ENSG00000101670	LIPG	metabolic
ENSG00000102230	PCYT1B	metabolic
ENSG00000102595	UGGT2	metabolic
ENSG00000102780	DGKH	metabolic
ENSG00000103056	SMPD3	metabolic
ENSG00000103502	CDIPT	metabolic
ENSG00000104549	SQLE	metabolic
ENSG00000104763	ASAH1	metabolic
ENSG00000105398	SULT2A1	metabolic
ENSG00000105499	PLA2G4C	metabolic
ENSG00000105516	DBP	metabolic
ENSG00000105520	PLPPR2	metabolic
ENSG00000106384	MOGAT3	metabolic
ENSG00000107537	PHYH	metabolic
ENSG00000107798	LIPA	metabolic
ENSG00000108786	HSD17B1	metabolic
ENSG00000109193	SULT1E1	metabolic
ENSG00000109929	SC5D	metabolic
ENSG00000110721	CHKA	metabolic
ENSG00000110871	COQ5	metabolic
ENSG00000110921	MVK	metabolic
ENSG00000111666	CHPT1	metabolic
ENSG00000111728	ST8SIA1	metabolic
ENSG00000113161	HMGCR	metabolic
ENSG00000114200	BCHE	metabolic
ENSG00000114771	AADAC	metabolic
ENSG00000115525	ST3GAL5	metabolic
ENSG00000115884	SDC1	metabolic
